timestamp,customer_id,region,customer_type,temperature_C,humidity,day_of_week,is_weekend,is_holiday,consumption_kwh
2025-07-02 00:00:00,CUST_001,South,Residential,21.31,78,Wednesday,0,0,0.755
2025-07-02 01:00:00,CUST_001,South,Residential,22.53,40,Wednesday,0,0,0.807
2025-07-02 02:00:00,CUST_001,South,Residential,26.12,79,Wednesday,0,0,0.799
2025-07-02 03:00:00,CUST_001,South,Residential,24.75,46,Wednesday,0,0,0.915
2025-07-02 04:00:00,CUST_001,South,Residential,22.84,54,Wednesday,0,0,1.177
2025-07-02 05:00:00,CUST_001,South,Residential,23.72,63,Wednesday,0,0,1.478
2025-07-02 06:00:00,CUST_001,South,Residential,22.23,60,Wednesday,0,0,1.908
2025-07-02 07:00:00,CUST_001,South,Residential,24.5,66,Wednesday,0,0,1.767
2025-07-02 08:00:00,CUST_001,South,Residential,27.59,61,Wednesday,0,0,1.718
2025-07-02 09:00:00,CUST_001,South,Residential,20.69,67,Wednesday,0,0,1.454
2025-07-02 10:00:00,CUST_001,South,Residential,23.37,69,Wednesday,0,0,1.166
2025-07-02 11:00:00,CUST_001,South,Residential,27.25,62,Wednesday,0,0,0.913
2025-07-02 12:00:00,CUST_001,South,Residential,27.82,79,Wednesday,0,0,0.933
2025-07-02 13:00:00,CUST_001,South,Residential,24.71,57,Wednesday,0,0,0.828
2025-07-02 14:00:00,CUST_001,South,Residential,26.61,71,Wednesday,0,0,0.906
2025-07-02 15:00:00,CUST_001,South,Residential,24.87,61,Wednesday,0,0,1.054
2025-07-02 16:00:00,CUST_001,South,Residential,27.12,43,Wednesday,0,0,1.383
2025-07-02 17:00:00,CUST_001,South,Residential,24.59,78,Wednesday,0,0,1.759
2025-07-02 18:00:00,CUST_001,South,Residential,25.69,77,Wednesday,0,0,2.005
2025-07-02 19:00:00,CUST_001,South,Residential,24.55,71,Wednesday,0,0,2.201
2025-07-02 20:00:00,CUST_001,South,Residential,25.62,79,Wednesday,0,0,2.403
2025-07-02 21:00:00,CUST_001,South,Residential,24.75,45,Wednesday,0,0,2.49
2025-07-02 22:00:00,CUST_001,South,Residential,27.11,73,Wednesday,0,0,2.042
2025-07-02 23:00:00,CUST_001,South,Residential,31.16,49,Wednesday,0,0,2.057
2025-07-03 00:00:00,CUST_001,South,Residential,27.65,54,Thursday,0,0,0.734
2025-07-03 01:00:00,CUST_001,South,Residential,26.42,59,Thursday,0,0,0.748
2025-07-03 02:00:00,CUST_001,South,Residential,24.34,79,Thursday,0,0,0.795
2025-07-03 03:00:00,CUST_001,South,Residential,23.12,56,Thursday,0,0,0.977
2025-07-03 04:00:00,CUST_001,South,Residential,22.83,51,Thursday,0,0,1.244
2025-07-03 05:00:00,CUST_001,South,Residential,22.33,76,Thursday,0,0,1.559
2025-07-03 06:00:00,CUST_001,South,Residential,26.2,79,Thursday,0,0,1.731
2025-07-03 07:00:00,CUST_001,South,Residential,25.67,56,Thursday,0,0,2.047
2025-07-03 08:00:00,CUST_001,South,Residential,24.82,52,Thursday,0,0,1.674
2025-07-03 09:00:00,CUST_001,South,Residential,22.17,48,Thursday,0,0,1.574
2025-07-03 10:00:00,CUST_001,South,Residential,26.29,45,Thursday,0,0,1.301
2025-07-03 11:00:00,CUST_001,South,Residential,23.33,72,Thursday,0,0,0.938
2025-07-03 12:00:00,CUST_001,South,Residential,21.73,51,Thursday,0,0,0.82
2025-07-03 13:00:00,CUST_001,South,Residential,29.13,61,Thursday,0,0,0.993
2025-07-03 14:00:00,CUST_001,South,Residential,25.58,56,Thursday,0,0,0.912
2025-07-03 15:00:00,CUST_001,South,Residential,23.83,51,Thursday,0,0,1.132
2025-07-03 16:00:00,CUST_001,South,Residential,25.01,64,Thursday,0,0,1.44
2025-07-03 17:00:00,CUST_001,South,Residential,25.09,59,Thursday,0,0,1.648
2025-07-03 18:00:00,CUST_001,South,Residential,22.84,56,Thursday,0,0,2.156
2025-07-03 19:00:00,CUST_001,South,Residential,27.62,50,Thursday,0,0,2.449
2025-07-03 20:00:00,CUST_001,South,Residential,28.78,71,Thursday,0,0,2.95
2025-07-03 21:00:00,CUST_001,South,Residential,24.56,73,Thursday,0,0,2.507
2025-07-03 22:00:00,CUST_001,South,Residential,27.13,55,Thursday,0,0,2.113
2025-07-03 23:00:00,CUST_001,South,Residential,27.27,44,Thursday,0,0,1.922
2025-07-04 00:00:00,CUST_001,South,Residential,25.03,53,Friday,0,0,0.708
2025-07-04 01:00:00,CUST_001,South,Residential,23.41,61,Friday,0,0,0.8
2025-07-04 02:00:00,CUST_001,South,Residential,23.21,69,Friday,0,0,0.816
2025-07-04 03:00:00,CUST_001,South,Residential,25.05,45,Friday,0,0,0.888
2025-07-04 04:00:00,CUST_001,South,Residential,21.65,48,Friday,0,0,1.097
2025-07-04 05:00:00,CUST_001,South,Residential,24.98,70,Friday,0,0,1.573
2025-07-04 06:00:00,CUST_001,South,Residential,23.23,65,Friday,0,0,1.738
2025-07-04 07:00:00,CUST_001,South,Residential,24.76,54,Friday,0,0,1.798
2025-07-04 08:00:00,CUST_001,South,Residential,23.35,49,Friday,0,0,1.632
2025-07-04 09:00:00,CUST_001,South,Residential,26.61,72,Friday,0,0,1.54
2025-07-04 10:00:00,CUST_001,South,Residential,25.2,57,Friday,0,0,1.302
2025-07-04 11:00:00,CUST_001,South,Residential,24.71,72,Friday,0,0,0.896
2025-07-04 12:00:00,CUST_001,South,Residential,23.07,43,Friday,0,0,0.855
2025-07-04 13:00:00,CUST_001,South,Residential,26.26,51,Friday,0,0,0.831
2025-07-04 14:00:00,CUST_001,South,Residential,26.32,40,Friday,0,0,0.925
2025-07-04 15:00:00,CUST_001,South,Residential,22.27,73,Friday,0,0,1.127
2025-07-04 16:00:00,CUST_001,South,Residential,23.86,67,Friday,0,0,1.349
2025-07-04 17:00:00,CUST_001,South,Residential,25.04,55,Friday,0,0,1.859
2025-07-04 18:00:00,CUST_001,South,Residential,24.31,53,Friday,0,0,2.322
2025-07-04 19:00:00,CUST_001,South,Residential,21.56,78,Friday,0,0,2.165
2025-07-04 20:00:00,CUST_001,South,Residential,23.78,51,Friday,0,0,2.342
2025-07-04 21:00:00,CUST_001,South,Residential,27.49,65,Friday,0,0,2.59
2025-07-04 22:00:00,CUST_001,South,Residential,27.14,53,Friday,0,0,2.241
2025-07-04 23:00:00,CUST_001,South,Residential,25.08,58,Friday,0,0,1.829
2025-07-05 00:00:00,CUST_001,South,Residential,22.68,64,Saturday,1,0,0.792
2025-07-05 01:00:00,CUST_001,South,Residential,23.22,56,Saturday,1,0,0.765
2025-07-05 02:00:00,CUST_001,South,Residential,26.29,69,Saturday,1,0,0.815
2025-07-05 03:00:00,CUST_001,South,Residential,23.86,57,Saturday,1,0,0.923
2025-07-05 04:00:00,CUST_001,South,Residential,23.87,50,Saturday,1,0,1.199
2025-07-05 05:00:00,CUST_001,South,Residential,25.65,46,Saturday,1,0,1.446
2025-07-05 06:00:00,CUST_001,South,Residential,24.48,44,Saturday,1,0,1.641
2025-07-05 07:00:00,CUST_001,South,Residential,26.31,67,Saturday,1,0,2.118
2025-07-05 08:00:00,CUST_001,South,Residential,22.98,56,Saturday,1,0,1.598
2025-07-05 09:00:00,CUST_001,South,Residential,24.11,76,Saturday,1,0,1.63
2025-07-05 10:00:00,CUST_001,South,Residential,28.91,63,Saturday,1,0,1.23
2025-07-05 11:00:00,CUST_001,South,Residential,23.6,73,Saturday,1,0,0.97
2025-07-05 12:00:00,CUST_001,South,Residential,28.7,53,Saturday,1,0,0.859
2025-07-05 13:00:00,CUST_001,South,Residential,24.98,51,Saturday,1,0,0.904
2025-07-05 14:00:00,CUST_001,South,Residential,24.09,43,Saturday,1,0,0.935
2025-07-05 15:00:00,CUST_001,South,Residential,22.62,46,Saturday,1,0,1.159
2025-07-05 16:00:00,CUST_001,South,Residential,23.52,53,Saturday,1,0,1.503
2025-07-05 17:00:00,CUST_001,South,Residential,23.59,49,Saturday,1,0,1.839
2025-07-05 18:00:00,CUST_001,South,Residential,23.71,49,Saturday,1,0,1.982
2025-07-05 19:00:00,CUST_001,South,Residential,23.36,41,Saturday,1,0,2.605
2025-07-05 20:00:00,CUST_001,South,Residential,23.81,67,Saturday,1,0,2.555
2025-07-05 21:00:00,CUST_001,South,Residential,24.87,51,Saturday,1,0,2.401
2025-07-05 22:00:00,CUST_001,South,Residential,26.55,77,Saturday,1,0,2.205
2025-07-05 23:00:00,CUST_001,South,Residential,24.35,69,Saturday,1,0,1.645
2025-07-06 00:00:00,CUST_001,South,Residential,28.93,49,Sunday,1,0,0.725
2025-07-06 01:00:00,CUST_001,South,Residential,21.62,77,Sunday,1,0,0.766
2025-07-06 02:00:00,CUST_001,South,Residential,24.59,49,Sunday,1,0,0.8
2025-07-06 03:00:00,CUST_001,South,Residential,25.84,44,Sunday,1,0,0.897
2025-07-06 04:00:00,CUST_001,South,Residential,24.07,52,Sunday,1,0,1.208
2025-07-06 05:00:00,CUST_001,South,Residential,24.85,41,Sunday,1,0,1.464
2025-07-06 06:00:00,CUST_001,South,Residential,26.22,53,Sunday,1,0,1.88
2025-07-06 07:00:00,CUST_001,South,Residential,24.53,73,Sunday,1,0,1.969
2025-07-06 08:00:00,CUST_001,South,Residential,24.48,55,Sunday,1,0,1.724
2025-07-06 09:00:00,CUST_001,South,Residential,23.8,75,Sunday,1,0,1.384
2025-07-06 10:00:00,CUST_001,South,Residential,23.12,61,Sunday,1,0,1.121
2025-07-06 11:00:00,CUST_001,South,Residential,22.45,60,Sunday,1,0,0.873
2025-07-06 12:00:00,CUST_001,South,Residential,24.82,75,Sunday,1,0,0.854
2025-07-06 13:00:00,CUST_001,South,Residential,22.71,41,Sunday,1,0,0.809
2025-07-06 14:00:00,CUST_001,South,Residential,26.26,44,Sunday,1,0,0.904
2025-07-06 15:00:00,CUST_001,South,Residential,24.68,58,Sunday,1,0,1.084
2025-07-06 16:00:00,CUST_001,South,Residential,26.04,55,Sunday,1,0,1.42
2025-07-06 17:00:00,CUST_001,South,Residential,24.24,55,Sunday,1,0,1.645
2025-07-06 18:00:00,CUST_001,South,Residential,23.72,55,Sunday,1,0,2.077
2025-07-06 19:00:00,CUST_001,South,Residential,24.67,78,Sunday,1,0,2.427
2025-07-06 20:00:00,CUST_001,South,Residential,23.73,76,Sunday,1,0,2.39
2025-07-06 21:00:00,CUST_001,South,Residential,27.37,64,Sunday,1,0,2.331
2025-07-06 22:00:00,CUST_001,South,Residential,27.07,57,Sunday,1,0,2.047
2025-07-06 23:00:00,CUST_001,South,Residential,26.17,55,Sunday,1,0,1.851
2025-07-07 00:00:00,CUST_001,South,Residential,26.41,59,Monday,0,0,0.835
2025-07-07 01:00:00,CUST_001,South,Residential,23.52,71,Monday,0,0,0.706
2025-07-07 02:00:00,CUST_001,South,Residential,23.07,69,Monday,0,0,0.807
2025-07-07 03:00:00,CUST_001,South,Residential,25.34,79,Monday,0,0,1.006
2025-07-07 04:00:00,CUST_001,South,Residential,21.58,42,Monday,0,0,1.028
2025-07-07 05:00:00,CUST_001,South,Residential,23.85,48,Monday,0,0,1.407
2025-07-07 06:00:00,CUST_001,South,Residential,22.69,49,Monday,0,0,1.832
2025-07-07 07:00:00,CUST_001,South,Residential,25.58,76,Monday,0,0,2.076
2025-07-07 08:00:00,CUST_001,South,Residential,26.61,56,Monday,0,0,1.864
2025-07-07 09:00:00,CUST_001,South,Residential,25.7,45,Monday,0,0,1.566
2025-07-07 10:00:00,CUST_001,South,Residential,23.56,58,Monday,0,0,1.097
2025-07-07 11:00:00,CUST_001,South,Residential,24.23,67,Monday,0,0,0.884
2025-07-07 12:00:00,CUST_001,South,Residential,23.78,45,Monday,0,0,0.791
2025-07-07 13:00:00,CUST_001,South,Residential,21.22,55,Monday,0,0,0.789
2025-07-07 14:00:00,CUST_001,South,Residential,22.92,65,Monday,0,0,0.984
2025-07-07 15:00:00,CUST_001,South,Residential,26.97,43,Monday,0,0,1.086
2025-07-07 16:00:00,CUST_001,South,Residential,22.25,76,Monday,0,0,1.229
2025-07-07 17:00:00,CUST_001,South,Residential,22.85,54,Monday,0,0,1.878
2025-07-07 18:00:00,CUST_001,South,Residential,22.77,64,Monday,0,0,2.248
2025-07-07 19:00:00,CUST_001,South,Residential,25.46,50,Monday,0,0,2.634
2025-07-07 20:00:00,CUST_001,South,Residential,23.57,60,Monday,0,0,2.702
2025-07-07 21:00:00,CUST_001,South,Residential,25.57,56,Monday,0,0,2.572
2025-07-07 22:00:00,CUST_001,South,Residential,25.99,53,Monday,0,0,1.975
2025-07-07 23:00:00,CUST_001,South,Residential,23.51,70,Monday,0,0,1.759
2025-07-08 00:00:00,CUST_001,South,Residential,27.09,78,Tuesday,0,0,0.746
2025-07-08 01:00:00,CUST_001,South,Residential,20.51,40,Tuesday,0,0,0.756
2025-07-08 02:00:00,CUST_001,South,Residential,23.71,73,Tuesday,0,0,0.831
2025-07-08 03:00:00,CUST_001,South,Residential,24.5,66,Tuesday,0,0,0.91
2025-07-08 04:00:00,CUST_001,South,Residential,21.73,72,Tuesday,0,0,1.106
2025-07-08 05:00:00,CUST_001,South,Residential,22.34,45,Tuesday,0,0,1.39
2025-07-08 06:00:00,CUST_001,South,Residential,27.07,46,Tuesday,0,0,2.038
2025-07-08 07:00:00,CUST_001,South,Residential,24.21,75,Tuesday,0,0,1.862
2025-07-08 08:00:00,CUST_001,South,Residential,23.11,47,Tuesday,0,0,1.825
2025-07-08 09:00:00,CUST_001,South,Residential,21.68,67,Tuesday,0,0,1.402
2025-07-08 10:00:00,CUST_001,South,Residential,24.09,55,Tuesday,0,0,1.122
2025-07-08 11:00:00,CUST_001,South,Residential,24.38,74,Tuesday,0,0,1.049
2025-07-08 12:00:00,CUST_001,South,Residential,23.27,58,Tuesday,0,0,0.894
2025-07-08 13:00:00,CUST_001,South,Residential,20.94,65,Tuesday,0,0,0.776
2025-07-08 14:00:00,CUST_001,South,Residential,24.84,72,Tuesday,0,0,0.897
2025-07-08 15:00:00,CUST_001,South,Residential,24.54,79,Tuesday,0,0,1.022
2025-07-08 16:00:00,CUST_001,South,Residential,21.34,55,Tuesday,0,0,1.325
2025-07-08 17:00:00,CUST_001,South,Residential,24.01,60,Tuesday,0,0,1.742
2025-07-08 18:00:00,CUST_001,South,Residential,21.69,60,Tuesday,0,0,1.879
2025-07-08 19:00:00,CUST_001,South,Residential,27,67,Tuesday,0,0,2.52
2025-07-08 20:00:00,CUST_001,South,Residential,27.15,71,Tuesday,0,0,2.762
2025-07-08 21:00:00,CUST_001,South,Residential,22.51,62,Tuesday,0,0,2.381
2025-07-08 22:00:00,CUST_001,South,Residential,28.59,64,Tuesday,0,0,2.483
2025-07-08 23:00:00,CUST_001,South,Residential,20.83,59,Tuesday,0,0,1.593
2025-07-09 00:00:00,CUST_001,South,Residential,23.8,40,Wednesday,0,0,0.765
2025-07-09 01:00:00,CUST_001,South,Residential,24.42,51,Wednesday,0,0,0.734
2025-07-09 02:00:00,CUST_001,South,Residential,23.23,51,Wednesday,0,0,0.744
2025-07-09 03:00:00,CUST_001,South,Residential,24.22,44,Wednesday,0,0,0.89
2025-07-09 04:00:00,CUST_001,South,Residential,23.43,51,Wednesday,0,0,1.173
2025-07-09 05:00:00,CUST_001,South,Residential,23.51,67,Wednesday,0,0,1.53
2025-07-09 06:00:00,CUST_001,South,Residential,23.36,54,Wednesday,0,0,1.71
2025-07-09 07:00:00,CUST_001,South,Residential,25.81,55,Wednesday,0,0,2.092
2025-07-09 08:00:00,CUST_001,South,Residential,21.9,71,Wednesday,0,0,1.653
2025-07-09 09:00:00,CUST_001,South,Residential,25.67,52,Wednesday,0,0,1.539
2025-07-09 10:00:00,CUST_001,South,Residential,19.26,77,Wednesday,0,0,1.029
2025-07-09 11:00:00,CUST_001,South,Residential,24.01,50,Wednesday,0,0,0.875
2025-07-09 12:00:00,CUST_001,South,Residential,25.28,61,Wednesday,0,0,0.793
2025-07-09 13:00:00,CUST_001,South,Residential,28.34,76,Wednesday,0,0,0.88
2025-07-09 14:00:00,CUST_001,South,Residential,26.52,45,Wednesday,0,0,0.96
2025-07-09 15:00:00,CUST_001,South,Residential,20.35,56,Wednesday,0,0,1.083
2025-07-09 16:00:00,CUST_001,South,Residential,24.9,50,Wednesday,0,0,1.313
2025-07-09 17:00:00,CUST_001,South,Residential,26.06,57,Wednesday,0,0,1.737
2025-07-09 18:00:00,CUST_001,South,Residential,22.48,76,Wednesday,0,0,1.989
2025-07-09 19:00:00,CUST_001,South,Residential,23.22,76,Wednesday,0,0,2.342
2025-07-09 20:00:00,CUST_001,South,Residential,22.98,66,Wednesday,0,0,2.662
2025-07-09 21:00:00,CUST_001,South,Residential,22.88,58,Wednesday,0,0,2.57
2025-07-09 22:00:00,CUST_001,South,Residential,25.18,55,Wednesday,0,0,1.963
2025-07-09 23:00:00,CUST_001,South,Residential,25.24,49,Wednesday,0,0,1.921
2025-07-10 00:00:00,CUST_001,South,Residential,21.79,56,Thursday,0,0,0.747
2025-07-10 01:00:00,CUST_001,South,Residential,23,56,Thursday,0,0,0.823
2025-07-10 02:00:00,CUST_001,South,Residential,25.98,51,Thursday,0,0,0.904
2025-07-10 03:00:00,CUST_001,South,Residential,21.5,57,Thursday,0,0,0.927
2025-07-10 04:00:00,CUST_001,South,Residential,24.31,75,Thursday,0,0,1.296
2025-07-10 05:00:00,CUST_001,South,Residential,23.4,59,Thursday,0,0,1.431
2025-07-10 06:00:00,CUST_001,South,Residential,26.71,68,Thursday,0,0,1.837
2025-07-10 07:00:00,CUST_001,South,Residential,22.66,68,Thursday,0,0,1.794
2025-07-10 08:00:00,CUST_001,South,Residential,29.08,66,Thursday,0,0,1.916
2025-07-10 09:00:00,CUST_001,South,Residential,27.81,44,Thursday,0,0,1.632
2025-07-10 10:00:00,CUST_001,South,Residential,24.56,48,Thursday,0,0,1.161
2025-07-10 11:00:00,CUST_001,South,Residential,23.29,63,Thursday,0,0,0.913
2025-07-10 12:00:00,CUST_001,South,Residential,24.13,48,Thursday,0,0,0.815
2025-07-10 13:00:00,CUST_001,South,Residential,22.09,70,Thursday,0,0,0.886
2025-07-10 14:00:00,CUST_001,South,Residential,23.98,79,Thursday,0,0,0.879
2025-07-10 15:00:00,CUST_001,South,Residential,18.6,77,Thursday,0,0,1.029
2025-07-10 16:00:00,CUST_001,South,Residential,24.43,52,Thursday,0,0,1.273
2025-07-10 17:00:00,CUST_001,South,Residential,25.02,47,Thursday,0,0,1.615
2025-07-10 18:00:00,CUST_001,South,Residential,22.41,67,Thursday,0,0,1.871
2025-07-10 19:00:00,CUST_001,South,Residential,23.29,73,Thursday,0,0,2.425
2025-07-10 20:00:00,CUST_001,South,Residential,23.07,77,Thursday,0,0,2.442
2025-07-10 21:00:00,CUST_001,South,Residential,23.86,47,Thursday,0,0,2.393
2025-07-10 22:00:00,CUST_001,South,Residential,25.11,69,Thursday,0,0,2.2
2025-07-10 23:00:00,CUST_001,South,Residential,20.86,57,Thursday,0,0,1.818
2025-07-11 00:00:00,CUST_001,South,Residential,20.24,52,Friday,0,0,0.651
2025-07-11 01:00:00,CUST_001,South,Residential,23.33,62,Friday,0,0,0.719
2025-07-11 02:00:00,CUST_001,South,Residential,24.7,53,Friday,0,0,0.768
2025-07-11 03:00:00,CUST_001,South,Residential,24.24,61,Friday,0,0,0.986
2025-07-11 04:00:00,CUST_001,South,Residential,21.57,66,Friday,0,0,1.237
2025-07-11 05:00:00,CUST_001,South,Residential,18.52,41,Friday,0,0,1.375
2025-07-11 06:00:00,CUST_001,South,Residential,23.23,79,Friday,0,0,1.845
2025-07-11 07:00:00,CUST_001,South,Residential,20.93,65,Friday,0,0,1.957
2025-07-11 08:00:00,CUST_001,South,Residential,27.39,65,Friday,0,0,1.706
2025-07-11 09:00:00,CUST_001,South,Residential,21.19,70,Friday,0,0,1.563
2025-07-11 10:00:00,CUST_001,South,Residential,23.34,55,Friday,0,0,1.154
2025-07-11 11:00:00,CUST_001,South,Residential,25.7,72,Friday,0,0,0.946
2025-07-11 12:00:00,CUST_001,South,Residential,25.52,60,Friday,0,0,0.864
2025-07-11 13:00:00,CUST_001,South,Residential,21.72,68,Friday,0,0,0.787
2025-07-11 14:00:00,CUST_001,South,Residential,26.26,61,Friday,0,0,0.963
2025-07-11 15:00:00,CUST_001,South,Residential,25.08,43,Friday,0,0,1.022
2025-07-11 16:00:00,CUST_001,South,Residential,25.56,46,Friday,0,0,1.375
2025-07-11 17:00:00,CUST_001,South,Residential,24.44,68,Friday,0,0,1.649
2025-07-11 18:00:00,CUST_001,South,Residential,23.3,76,Friday,0,0,2.299
2025-07-11 19:00:00,CUST_001,South,Residential,25.13,52,Friday,0,0,2.384
2025-07-11 20:00:00,CUST_001,South,Residential,21.72,70,Friday,0,0,2.424
2025-07-11 21:00:00,CUST_001,South,Residential,27.14,58,Friday,0,0,2.394
2025-07-11 22:00:00,CUST_001,South,Residential,23.93,42,Friday,0,0,2.09
2025-07-11 23:00:00,CUST_001,South,Residential,21.2,40,Friday,0,0,1.613
2025-07-12 00:00:00,CUST_001,South,Residential,21.81,71,Saturday,1,0,0.723
2025-07-12 01:00:00,CUST_001,South,Residential,23.17,41,Saturday,1,0,0.739
2025-07-12 02:00:00,CUST_001,South,Residential,24.02,78,Saturday,1,0,0.81
2025-07-12 03:00:00,CUST_001,South,Residential,23.21,41,Saturday,1,0,0.858
2025-07-12 04:00:00,CUST_001,South,Residential,21.59,57,Saturday,1,0,1.184
2025-07-12 05:00:00,CUST_001,South,Residential,22.24,59,Saturday,1,0,1.518
2025-07-12 06:00:00,CUST_001,South,Residential,20.94,79,Saturday,1,0,1.656
2025-07-12 07:00:00,CUST_001,South,Residential,28.84,45,Saturday,1,0,1.934
2025-07-12 08:00:00,CUST_001,South,Residential,22.45,48,Saturday,1,0,1.676
2025-07-12 09:00:00,CUST_001,South,Residential,24.17,64,Saturday,1,0,1.629
2025-07-12 10:00:00,CUST_001,South,Residential,22.31,70,Saturday,1,0,1.248
2025-07-12 11:00:00,CUST_001,South,Residential,23.49,45,Saturday,1,0,0.951
2025-07-12 12:00:00,CUST_001,South,Residential,23.9,64,Saturday,1,0,0.824
2025-07-12 13:00:00,CUST_001,South,Residential,17.57,59,Saturday,1,0,0.751
2025-07-12 14:00:00,CUST_001,South,Residential,22.8,71,Saturday,1,0,0.884
2025-07-12 15:00:00,CUST_001,South,Residential,22.57,66,Saturday,1,0,1.009
2025-07-12 16:00:00,CUST_001,South,Residential,23.79,49,Saturday,1,0,1.285
2025-07-12 17:00:00,CUST_001,South,Residential,25.77,46,Saturday,1,0,1.85
2025-07-12 18:00:00,CUST_001,South,Residential,25.93,58,Saturday,1,0,2.158
2025-07-12 19:00:00,CUST_001,South,Residential,25.2,46,Saturday,1,0,2.238
2025-07-12 20:00:00,CUST_001,South,Residential,24.1,54,Saturday,1,0,2.519
2025-07-12 21:00:00,CUST_001,South,Residential,25.4,66,Saturday,1,0,2.59
2025-07-12 22:00:00,CUST_001,South,Residential,24.06,68,Saturday,1,0,1.963
2025-07-12 23:00:00,CUST_001,South,Residential,26.09,43,Saturday,1,0,1.692
2025-07-13 00:00:00,CUST_001,South,Residential,24.61,54,Sunday,1,0,0.803
2025-07-13 01:00:00,CUST_001,South,Residential,20.48,42,Sunday,1,0,0.649
2025-07-13 02:00:00,CUST_001,South,Residential,22.25,45,Sunday,1,0,0.725
2025-07-13 03:00:00,CUST_001,South,Residential,24.51,43,Sunday,1,0,0.956
2025-07-13 04:00:00,CUST_001,South,Residential,26.67,79,Sunday,1,0,1.236
2025-07-13 05:00:00,CUST_001,South,Residential,21.88,55,Sunday,1,0,1.478
2025-07-13 06:00:00,CUST_001,South,Residential,19.44,47,Sunday,1,0,1.634
2025-07-13 07:00:00,CUST_001,South,Residential,23.22,55,Sunday,1,0,2.016
2025-07-13 08:00:00,CUST_001,South,Residential,22.73,69,Sunday,1,0,1.919
2025-07-13 09:00:00,CUST_001,South,Residential,22.52,75,Sunday,1,0,1.465
2025-07-13 10:00:00,CUST_001,South,Residential,21.02,67,Sunday,1,0,1.192
2025-07-13 11:00:00,CUST_001,South,Residential,21.2,69,Sunday,1,0,0.963
2025-07-13 12:00:00,CUST_001,South,Residential,24.48,51,Sunday,1,0,0.93
2025-07-13 13:00:00,CUST_001,South,Residential,22.22,58,Sunday,1,0,0.787
2025-07-13 14:00:00,CUST_001,South,Residential,26.94,47,Sunday,1,0,0.905
2025-07-13 15:00:00,CUST_001,South,Residential,26.23,49,Sunday,1,0,1.09
2025-07-13 16:00:00,CUST_001,South,Residential,22.18,56,Sunday,1,0,1.248
2025-07-13 17:00:00,CUST_001,South,Residential,21.17,40,Sunday,1,0,1.825
2025-07-13 18:00:00,CUST_001,South,Residential,22.31,77,Sunday,1,0,2.259
2025-07-13 19:00:00,CUST_001,South,Residential,27.28,41,Sunday,1,0,2.634
2025-07-13 20:00:00,CUST_001,South,Residential,21.4,67,Sunday,1,0,2.248
2025-07-13 21:00:00,CUST_001,South,Residential,24.83,69,Sunday,1,0,2.594
2025-07-13 22:00:00,CUST_001,South,Residential,20.32,45,Sunday,1,0,1.849
2025-07-13 23:00:00,CUST_001,South,Residential,24.29,56,Sunday,1,0,1.759
2025-07-14 00:00:00,CUST_001,South,Residential,25.5,42,Monday,0,0,0.808
2025-07-14 01:00:00,CUST_001,South,Residential,23.37,48,Monday,0,0,0.71
2025-07-14 02:00:00,CUST_001,South,Residential,21.93,63,Monday,0,0,0.85
